# Title: February 2022 - January 2023 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
KS-191,Sumner County,Kansas,58.8,1.6,108,57.2
KS-193,Thomas County,Kansas,52.5,1.3,97,51.2
KS-195,Trego County,Kansas,54.2,1,89,53.2
KS-197,Wabaunsee County,Kansas,55.1,1.4,100,53.7
KS-199,Wallace County,Kansas,52.9,1.5,98,51.4
KS-201,Washington County,Kansas,52.9,0.6,84,52.3
KS-203,Wichita County,Kansas,53.6,1.3,100,52.3
KS-205,Wilson County,Kansas,58.1,1.2,103,56.9
KS-207,Woodson County,Kansas,57.4,1.5,105,55.9
KS-209,Wyandotte County,Kansas,55.7,1.6,104,54.1
KY-001,Adair County,Kentucky,57.6,2,117,55.6
KY-003,Allen County,Kentucky,58.9,1.7,115,57.2
KY-005,Anderson County,Kentucky,56.8,2.2,118,54.6
KY-007,Ballard County,Kentucky,59.1,1.9,117,57.2
KY-009,Barren County,Kentucky,58.6,1.7,115,56.8
KY-011,Bath County,Kentucky,55.9,1.5,108,54.4
KY-013,Bell County,Kentucky,56,1.3,112,54.6
KY-015,Boone County,Kentucky,55.7,2.3,118,53.4
KY-017,Bourbon County,Kentucky,55.8,1.9,111,53.9
KY-019,Boyd County,Kentucky,56.3,2.2,119,54.1
KY-021,Boyle County,Kentucky,56.7,2,116,54.7
KY-023,Bracken County,Kentucky,55.1,1.6,107,53.5
KY-025,Breathitt County,Kentucky,57.5,1.9,119,55.6
KY-027,Breckinridge County,Kentucky,56.6,1.2,102,55.4
KY-029,Bullitt County,Kentucky,57.8,2.4,120,55.4
KY-031,Butler County,Kentucky,59,2.3,122,56.7
KY-033,Caldwell County,Kentucky,59.1,1.9,120,57.1
KY-035,Calloway County,Kentucky,59,1.1,101,57.9
KY-037,Campbell County,Kentucky,55.7,2,115,53.6
KY-039,Carlisle County,Kentucky,59.2,1.8,114,57.5
KY-041,Carroll County,Kentucky,56.7,2.5,120,54.2
KY-043,Carter County,Kentucky,55.5,1.9,120,53.6
KY-045,Casey County,Kentucky,56.7,1.9,116,54.8
KY-047,Christian County,Kentucky,59.4,2.1,120,57.3
KY-049,Clark County,Kentucky,56.3,1.8,110,54.4
KY-051,Clay County,Kentucky,57.1,1.8,115,55.3
KY-053,Clinton County,Kentucky,57.8,1.8,117,55.9
KY-055,Crittenden County,Kentucky,58.4,1.7,113,56.8
KY-057,Cumberland County,Kentucky,58.5,1.8,118,56.6
KY-059,Daviess County,Kentucky,57.4,1.2,103,56.2
KY-061,Edmonson County,Kentucky,58.7,2.2,121,56.5
KY-063,Elliott County,Kentucky,55.7,1.7,110,54
KY-065,Estill County,Kentucky,57,1.6,115,55.4
KY-067,Fayette County,Kentucky,56.2,2.1,115,54.1
KY-069,Fleming County,Kentucky,55.2,1.3,105,53.9
KY-071,Floyd County,Kentucky,57.1,1.4,111,55.7
KY-073,Franklin County,Kentucky,56.7,2.2,117,54.5
KY-075,Fulton County,Kentucky,59.2,0.9,95,58.2
KY-077,Gallatin County,Kentucky,56.6,2.6,120,54
KY-079,Garrard County,Kentucky,56.9,1.9,117,55
KY-081,Grant County,Kentucky,56,2.3,118,53.7
KY-083,Graves County,Kentucky,59,1.4,105,57.6
KY-085,Grayson County,Kentucky,57.7,2,118,55.7
KY-087,Green County,Kentucky,58,2,120,56
KY-089,Greenup County,Kentucky,55.5,2,118,53.5
KY-091,Hancock County,Kentucky,56.4,0.5,81,55.9
KY-093,Hardin County,Kentucky,57.3,2.1,119,55.2
KY-095,Harlan County,Kentucky,54.9,1.4,111,53.5
KY-097,Harrison County,Kentucky,55.8,1.9,114,53.9
KY-099,Hart County,Kentucky,58.1,2,118,56.1
KY-101,Henderson County,Kentucky,57.8,1.3,108,56.5
KY-103,Henry County,Kentucky,56.4,2.3,119,54.1
KY-105,Hickman County,Kentucky,59.1,1.3,108,57.8
KY-107,Hopkins County,Kentucky,59.2,2.1,121,57.1
KY-109,Jackson County,Kentucky,56.4,1.7,116,54.7
KY-111,Jefferson County,Kentucky,57.6,2.3,119,55.3
KY-113,Jessamine County,Kentucky,56.7,2.1,116,54.6
KY-115,Johnson County,Kentucky,56.5,1.6,110,54.9
KY-117,Kenton County,Kentucky,55.6,2.2,117,53.4
KY-119,Knott County,Kentucky,56.5,1.5,112,55
KY-121,Knox County,Kentucky,56.8,1.5,112,55.3
KY-123,Larue County,Kentucky,57.4,2.1,119,55.4
KY-125,Laurel County,Kentucky,56.8,1.7,115,55.1
KY-127,Lawrence County,Kentucky,56.4,1.9,120,54.5
KY-129,Lee County,Kentucky,57.3,1.6,117,55.7
KY-131,Leslie County,Kentucky,56.6,1.6,115,54.9
KY-133,Letcher County,Kentucky,55.4,1.1,104,54.3
KY-135,Lewis County,Kentucky,54.8,1.4,104,53.4
KY-137,Lincoln County,Kentucky,56.5,1.8,115,54.6
KY-139,Livingston County,Kentucky,58.6,1.6,108,57.1
KY-141,Logan County,Kentucky,58.6,1.4,110,57.2
KY-143,Lyon County,Kentucky,59.1,1.6,111,57.5
KY-145,McCracken County,Kentucky,59.2,2,116,57.2
KY-147,McCreary County,Kentucky,56.4,1.3,106,55.1
KY-149,McLean County,Kentucky,58.6,2,115,56.6
KY-151,Madison County,Kentucky,56.9,1.8,115,55.1
KY-153,Magoffin County,Kentucky,56.7,1.7,114,55
KY-155,Marion County,Kentucky,57.2,2,116,55.2
KY-157,Marshall County,Kentucky,59.2,1.4,106,57.7
KY-159,Martin County,Kentucky,56.9,1.5,112,55.4
KY-161,Mason County,Kentucky,54.7,1.3,103,53.4
KY-163,Meade County,Kentucky,56.6,1.5,111,55.1
KY-165,Menifee County,Kentucky,56,1.5,111,54.5
KY-167,Mercer County,Kentucky,56.8,2.1,116,54.7
KY-169,Metcalfe County,Kentucky,57.8,1.8,115,56.1
KY-171,Monroe County,Kentucky,58.3,1.6,113,56.7
KY-173,Montgomery County,Kentucky,56,1.7,110,54.2
KY-175,Morgan County,Kentucky,56.2,1.6,112,54.6
KY-177,Muhlenberg County,Kentucky,59.2,2.2,122,57
KY-179,Nelson County,Kentucky,57.4,2.1,118,55.3
KY-181,Nicholas County,Kentucky,55.5,1.6,110,53.8
KY-183,Ohio County,Kentucky,58.3,2,118,56.2
KY-185,Oldham County,Kentucky,56.5,2.1,117,54.4
KY-187,Owen County,Kentucky,56.4,2.3,119,54
KY-189,Owsley County,Kentucky,57.4,1.8,118,55.7
KY-191,Pendleton County,Kentucky,55.8,2,116,53.8
KY-193,Perry County,Kentucky,56.9,1.6,114,55.3
KY-195,Pike County,Kentucky,56.9,1.4,106,55.5
KY-197,Powell County,Kentucky,56.6,1.6,110,55.1
KY-199,Pulaski County,Kentucky,56.9,1.7,114,55.2
KY-201,Robertson County,Kentucky,55.3,1.6,107,53.6
KY-203,Rockcastle County,Kentucky,56.6,1.8,116,54.8
KY-205,Rowan County,Kentucky,55.3,1.2,104,54.1
KY-207,Russell County,Kentucky,57.5,1.9,116,55.6
KY-209,Scott County,Kentucky,56.1,2.1,116,54
KY-211,Shelby County,Kentucky,56.4,2.2,118,54.3
KY-213,Simpson County,Kentucky,59,1.7,116,57.2
KY-215,Spencer County,Kentucky,57.1,2.2,119,54.9
KY-217,Taylor County,Kentucky,57.4,2,117,55.4
KY-219,Todd County,Kentucky,58.8,1.6,112,57.2
KY-221,Trigg County,Kentucky,59.5,1.8,118,57.6
KY-223,Trimble County,Kentucky,56.4,2.4,119,54
KY-225,Union County,Kentucky,58,1.4,106,56.6
KY-227,Warren County,Kentucky,59.3,2.1,119,57.2
KY-229,Washington County,Kentucky,57,2,118,54.9
KY-231,Wayne County,Kentucky,57.1,1.6,112,55.4
KY-233,Webster County,Kentucky,58.5,1.7,113,56.8
KY-235,Whitley County,Kentucky,56.6,1.2,106,55.4
KY-237,Wolfe County,Kentucky,56.7,1.7,116,55.1
KY-239,Woodford County,Kentucky,56.6,2.2,117,54.4
LA-001,Acadia Parish,Louisiana,68.8,0.8,101,68
LA-003,Allen Parish,Louisiana,68,0.8,101,67.2
LA-005,Ascension Parish,Louisiana,69.5,1.9,118,67.6
LA-007,Assumption Parish,Louisiana,69.9,1.9,118,68
LA-009,Avoyelles Parish,Louisiana,67.4,0.8,94,66.7
LA-011,Beauregard Parish,Louisiana,68.4,1.6,120,66.7
LA-013,Bienville Parish,Louisiana,66.2,2.2,122,64
LA-015,Bossier Parish,Louisiana,66.4,2,122,64.3
LA-017,Caddo Parish,Louisiana,66.7,2,122,64.7
LA-019,Calcasieu Parish,Louisiana,69,1.3,111,67.7
LA-021,Caldwell Parish,Louisiana,66.2,1.5,115,64.8
LA-023,Cameron Parish,Louisiana,69.5,1,108,68.4
LA-025,Catahoula Parish,Louisiana,66.7,1,104,65.7
LA-027,Claiborne Parish,Louisiana,65,1.5,116,63.5
LA-029,Concordia Parish,Louisiana,66.9,0.9,104,66
LA-031,De Soto Parish,Louisiana,66.8,1.9,122,64.9
LA-033,East Baton Rouge Parish,Louisiana,68.8,1.8,116,67.1
LA-035,East Carroll Parish,Louisiana,66,1.9,121,64.1
LA-037,East Feliciana Parish,Louisiana,67.9,1.7,117,66.3
LA-039,Evangeline Parish,Louisiana,67.9,0.7,100,67.2
LA-041,Franklin Parish,Louisiana,66.6,1.5,119,65
LA-043,Grant Parish,Louisiana,66.5,0.9,100,65.6
LA-045,Iberia Parish,Louisiana,69.5,1.3,113,68.1
LA-047,Iberville Parish,Louisiana,69.2,1.7,115,67.6
LA-049,Jackson Parish,Louisiana,65.9,2,121,63.9
LA-051,Jefferson Parish,Louisiana,70.2,1.5,114,68.7
LA-053,Jefferson Davis Parish,Louisiana,68.8,0.6,94,68.2
LA-055,Lafayette Parish,Louisiana,69.1,1.2,111,67.9
LA-057,Lafourche Parish,Louisiana,70.4,1.6,115,68.8
LA-059,La Salle Parish,Louisiana,66.5,1,103,65.6
LA-061,Lincoln Parish,Louisiana,65.5,1.9,121,63.6
LA-063,Livingston Parish,Louisiana,68.9,1.8,116,67.1
LA-065,Madison Parish,Louisiana,66.4,1.7,119,64.7
LA-067,Morehouse Parish,Louisiana,65.6,1.8,121,63.8
LA-069,Natchitoches Parish,Louisiana,66.9,1.5,117,65.4
LA-071,Orleans Parish,Louisiana,70,2,121,68.1
LA-073,Ouachita Parish,Louisiana,65.8,1.6,119,64.2
LA-075,Plaquemines Parish,Louisiana,70.5,1.6,116,68.9
LA-077,Pointe Coupee Parish,Louisiana,68.5,1.4,111,67.1
LA-079,Rapides Parish,Louisiana,67.3,1,106,66.3
LA-081,Red River Parish,Louisiana,66.8,2,121,64.7
LA-083,Richland Parish,Louisiana,66.2,1.6,120,64.6
LA-085,Sabine Parish,Louisiana,67.3,2.2,124,65.1
LA-087,St. Bernard Parish,Louisiana,70.1,1.9,119,68.2
LA-089,St. Charles Parish,Louisiana,70.1,1.6,116,68.4
LA-091,St. Helena Parish,Louisiana,67.7,1.8,117,66
LA-093,St. James Parish,Louisiana,69.8,1.8,118,67.9
LA-095,St. John the Baptist Parish,Louisiana,69.7,1.8,118,67.9
LA-097,St. Landry Parish,Louisiana,68.3,1,106,67.3
LA-099,St. Martin Parish,Louisiana,69.3,1.5,113,67.8
LA-101,St. Mary Parish,Louisiana,69.9,1.7,116,68.2
LA-103,St. Tammany Parish,Louisiana,69,2.2,123,66.8
LA-105,Tangipahoa Parish,Louisiana,68.3,1.9,119,66.4
LA-107,Tensas Parish,Louisiana,66.8,1.5,118,65.3
LA-109,Terrebonne Parish,Louisiana,70.5,1.7,114,68.9
LA-111,Union Parish,Louisiana,65.3,1.7,118,63.6
LA-113,Vermilion Parish,Louisiana,69.3,0.9,101,68.4
LA-115,Vernon Parish,Louisiana,67.8,2,124,65.8
LA-117,Washington Parish,Louisiana,68,2.1,122,65.9
LA-119,Webster Parish,Louisiana,65.7,1.7,114,64
LA-121,West Baton Rouge Parish,Louisiana,69.1,1.7,115,67.4
LA-123,West Carroll Parish,Louisiana,65.9,1.9,122,64
LA-125,West Feliciana Parish,Louisiana,68.1,1.5,114,66.6
LA-127,Winn Parish,Louisiana,66.3,1.5,117,64.8
ME-001,Androscoggin County,Maine,47.8,4.7,130,43.1
ME-003,Aroostook County,Maine,41.9,4.2,128,37.7
ME-005,Cumberland County,Maine,48.1,4.3,130,43.9
ME-007,Franklin County,Maine,42.6,4.3,129,38.4
ME-009,Hancock County,Maine,47.5,4.5,130,43
ME-011,Kennebec County,Maine,47.8,4.8,130,42.9
ME-013,Knox County,Maine,47.8,4.4,130,43.3
ME-015,Lincoln County,Maine,48.2,4.7,130,43.6
ME-017,Oxford County,Maine,45,4.6,130,40.4
ME-019,Penobscot County,Maine,45.6,4.5,129,41.1
ME-021,Piscataquis County,Maine,42.8,4.4,129,38.3
ME-023,Sagadahoc County,Maine,48.6,4.7,130,43.9
ME-025,Somerset County,Maine,42.9,4.3,129,38.6
ME-027,Waldo County,Maine,47.3,4.6,130,42.7
ME-029,Washington County,Maine,46.8,4.8,130,42
ME-031,York County,Maine,48.5,3.9,130,44.6
MD-001,Allegany County,Maryland,53,1.7,114,51.3
MD-003,Anne Arundel County,Maryland,58.5,3.1,125,55.4
MD-005,Baltimore County,Maryland,56.3,3.3,126,53
MD-009,Calvert County,Maryland,58.5,2.9,125,55.6
MD-011,Caroline County,Maryland,57.5,2.9,123,54.6
MD-013,Carroll County,Maryland,54.7,2.9,124,51.8
MD-015,Cecil County,Maryland,56.3,3,126,53.3
MD-017,Charles County,Maryland,58.8,3.1,123,55.7
MD-019,Dorchester County,Maryland,58.9,3.3,125,55.6
MD-021,Frederick County,Maryland,55,2.6,119,52.4
MD-023,Garrett County,Maryland,49.2,2,116,47.2
MD-025,Harford County,Maryland,56.2,3,126,53.3
MD-027,Howard County,Maryland,56.2,3.3,124,52.9
MD-029,Kent County,Maryland,57.2,2.7,121,54.6
MD-031,Montgomery County,Maryland,56.3,2.9,121,53.4
MD-033,Prince George&#039;s County,Maryland,57.8,2.8,121,55
MD-035,Queen Anne&#039;s County,Maryland,57.4,2.7,122,54.7
MD-037,St. Mary&#039;s County,Maryland,58.9,3,126,56
MD-039,Somerset County,Maryland,59.6,3.5,126,56.1
MD-041,Talbot County,Maryland,58,2.4,117,55.5
MD-043,Washington County,Maryland,54.5,2.4,118,52.1
MD-045,Wicomico County,Maryland,59,3.6,128,55.4
MD-047,Worcester County,Maryland,59.2,3.6,127,55.6
MD-510,Baltimore City,Maryland,58.6,3.9,126,54.8
MD-511,Washington,District of Columbia,57.9,2.8,121,55.1
MA-001,Barnstable County,Massachusetts,53.6,4.7,130,48.9
MA-003,Berkshire County,Massachusetts,48,3.9,128,44.1
MA-005,Bristol County,Massachusetts,53.5,4.5,130,49
MA-007,Dukes County,Massachusetts,53.9,4.5,130,49.4
MA-009,Essex County,Massachusetts,51.8,4.3,130,47.5
MA-011,Franklin County,Massachusetts,49.5,4.2,129,45.3
MA-013,Hampden County,Massachusetts,50.7,3.9,128,46.9
MA-015,Hampshire County,Massachusetts,50.1,3.8,128,46.3
MA-017,Middlesex County,Massachusetts,52.3,4.7,130,47.6
MA-019,Nantucket County,Massachusetts,53.9,5.3,130,48.6
MA-021,Norfolk County,Massachusetts,53.2,4.9,130,48.2
MA-023,Plymouth County,Massachusetts,53.8,4.9,130,48.9
MA-025,Suffolk County,Massachusetts,53.5,5,130,48.5
MA-027,Worcester County,Massachusetts,50.7,4.5,130,46.2
MI-001,Alcona County,Michigan,45.7,3.2,119,42.4
MI-003,Alger County,Michigan,41.7,1.5,104,40.1
MI-005,Allegan County,Michigan,49.7,2,111,47.7
MI-007,Alpena County,Michigan,45.7,3.4,120,42.3
MI-009,Antrim County,Michigan,45.9,3.1,118,42.7
MI-011,Arenac County,Michigan,47.7,3.3,118,44.4
MI-013,Baraga County,Michigan,40.1,1.9,109,38.2
MI-015,Barry County,Michigan,49.3,2.4,118,46.9
MI-017,Bay County,Michigan,48.8,3.2,121,45.6
MI-019,Benzie County,Michigan,46.3,3.5,117,42.8
MI-021,Berrien County,Michigan,50.8,2.3,114,48.5
MI-023,Branch County,Michigan,49.7,2.2,116,47.5
MI-025,Calhoun County,Michigan,49.7,2.7,121,47
MI-027,Cass County,Michigan,50.4,2.6,119,47.8
MI-029,Charlevoix County,Michigan,45.6,2.8,117,42.8
MI-031,Cheboygan County,Michigan,44.7,2.8,115,41.9
MI-033,Chippewa County,Michigan,41.8,2.2,112,39.6
MI-035,Clare County,Michigan,46.2,2.8,115,43.4
MI-037,Clinton County,Michigan,49.7,3.1,123,46.6
MI-039,Crawford County,Michigan,44.7,2.8,114,41.9
MI-041,Delta County,Michigan,42.6,1.6,101,41
MI-043,Dickinson County,Michigan,41.8,2.3,112,39.4
MI-045,Eaton County,Michigan,49.6,3,123,46.7
MI-047,Emmet County,Michigan,44.7,2.9,113,41.8
MI-049,Genesee County,Michigan,49.6,3.4,122,46.3
MI-051,Gladwin County,Michigan,47.3,3,116,44.3
MI-053,Gogebic County,Michigan,39.6,1.2,92,38.4
MI-055,Grand Traverse County,Michigan,46.5,3.8,122,42.7
MI-057,Gratiot County,Michigan,48.7,2.6,114,46
MI-059,Hillsdale County,Michigan,49.5,2.5,121,47
MI-061,Houghton County,Michigan,41.3,2.1,110,39.2
MI-063,Huron County,Michigan,48.4,3.8,123,44.7
MI-065,Ingham County,Michigan,49.7,3.3,124,46.4
MI-067,Ionia County,Michigan,48.9,2.6,118,46.4
MI-069,Iosco County,Michigan,46.7,3.3,118,43.4
MI-071,Iron County,Michigan,39.9,2,109,37.9
MI-073,Isabella County,Michigan,47.4,2.6,111,44.8
MI-075,Jackson County,Michigan,49.4,2.8,122,46.6
MI-077,Kalamazoo County,Michigan,50,2.5,118,47.5
MI-079,Kalkaska County,Michigan,45.3,3.1,116,42.2
MI-081,Kent County,Michigan,48.7,2.3,113,46.4
MI-083,Keweenaw County,Michigan,40.9,2.2,111,38.7
MI-085,Lake County,Michigan,46.1,2.1,110,44.1
MI-087,Lapeer County,Michigan,49.4,3.4,123,46
MI-089,Leelanau County,Michigan,46.5,3.7,119,42.8
MI-091,Lenawee County,Michigan,50.6,2.9,122,47.7
MI-093,Livingston County,Michigan,49.4,3.4,124,46.1
MI-095,Luce County,Michigan,41.1,1.7,106,39.4
MI-097,Mackinac County,Michigan,42.4,2.1,111,40.3
MI-099,Macomb County,Michigan,51.1,3.6,123,47.5
MI-101,Manistee County,Michigan,46,2.3,109,43.6
MI-103,Marquette County,Michigan,40.9,2.1,110,38.8
MI-105,Mason County,Michigan,46.4,1.9,106,44.5
MI-107,Mecosta County,Michigan,46.5,2.2,112,44.3
MI-109,Menominee County,Michigan,43.4,2,109,41.4
MI-111,Midland County,Michigan,48.5,2.9,117,45.6
MI-113,Missaukee County,Michigan,45.2,2.9,116,42.3
MI-115,Monroe County,Michigan,52.2,3.5,125,48.7
MI-117,Montcalm County,Michigan,47.7,2.5,114,45.2
MI-119,Montmorency County,Michigan,45,3,118,42
MI-121,Muskegon County,Michigan,49.2,3.1,122,46.1
MI-123,Newaygo County,Michigan,47.4,2.4,115,44.9
MI-125,Oakland County,Michigan,50,3.5,124,46.5
MI-127,Oceana County,Michigan,47.6,2.7,117,44.9
MI-129,Ogemaw County,Michigan,46,3.2,117,42.8
MI-131,Ontonagon County,Michigan,40.7,1.6,103,39.1
MI-133,Osceola County,Michigan,45.4,2.4,111,43
MI-135,Oscoda County,Michigan,45.1,3.1,119,42
MI-137,Otsego County,Michigan,44.3,2.9,117,41.4
MI-139,Ottawa County,Michigan,49.7,2.6,116,47.1
MI-141,Presque Isle County,Michigan,45.1,3,118,42.1
MI-143,Roscommon County,Michigan,45.5,3.1,117,42.4
MI-145,Saginaw County,Michigan,49.3,3.1,121,46.2
MI-147,St. Clair County,Michigan,50.6,3.6,125,46.9
MI-149,St. Joseph County,Michigan,50.3,2.4,118,47.9
MI-151,Sanilac County,Michigan,48.9,3.4,122,45.5
MI-153,Schoolcraft County,Michigan,42.1,1.3,100,40.7
MI-155,Shiawassee County,Michigan,49.5,3.1,121,46.4
MI-157,Tuscola County,Michigan,49,3.3,122,45.7
MI-159,Van Buren County,Michigan,50.2,2.2,117,47.9
MI-161,Washtenaw County,Michigan,50,3.2,124,46.8
MI-163,Wayne County,Michigan,51.7,3.6,124,48.1
MI-165,Wexford County,Michigan,45.4,2.9,115,42.5
MN-001,Aitkin County,Minnesota,39.8,1.2,91,38.5
MN-003,Anoka County,Minnesota,44.1,1.1,90,43.1
MN-005,Becker County,Minnesota,39.2,0.5,73,38.8
MN-007,Beltrami County,Minnesota,38,0.8,83,37.2
MN-009,Benton County,Minnesota,42.8,1.5,98,41.3
MN-011,Big Stone County,Minnesota,43.3,0.9,88,42.4
MN-013,Blue Earth County,Minnesota,45,0.3,75,44.6
MN-015,Brown County,Minnesota,45.4,1,90,44.4
MN-017,Carlton County,Minnesota,38.9,0.6,78,38.3
MN-019,Carver County,Minnesota,44.7,1.1,91,43.6
MN-021,Cass County,Minnesota,39.8,1.1,91,38.7
MN-023,Chippewa County,Minnesota,43.8,0.8,85,43
MN-025,Chisago County,Minnesota,43.4,0.9,88,42.4
MN-027,Clay County,Minnesota,40.4,0.2,68,40.2
MN-029,Clearwater County,Minnesota,38.1,0.5,75,37.7
MN-031,Cook County,Minnesota,35.9,0.6,83,35.3
MN-033,Cottonwood County,Minnesota,45.2,1.5,102,43.7
MN-035,Crow Wing County,Minnesota,41.2,1.6,100,39.6
MN-037,Dakota County,Minnesota,45.4,1.2,97,44.2
MN-039,Dodge County,Minnesota,44.1,1.1,89,43
MN-041,Douglas County,Minnesota,41.3,1.2,97,40.1
MN-043,Faribault County,Minnesota,45,0.2,72,44.7
MN-045,Fillmore County,Minnesota,44.3,0.7,81,43.6
MN-047,Freeborn County,Minnesota,44.6,0.7,85,43.9
MN-049,Goodhue County,Minnesota,44.7,1.1,90,43.6
MN-051,Grant County,Minnesota,42.1,1,88,41.1
MN-053,Hennepin County,Minnesota,44.9,1.3,95,43.5
MN-055,Houston County,Minnesota,45.8,0.9,90,44.9
MN-057,Hubbard County,Minnesota,39.2,0.9,85,38.3
MN-059,Isanti County,Minnesota,43.3,1.1,93,42.1
MN-061,Itasca County,Minnesota,38.3,1,88,37.3
MN-063,Jackson County,Minnesota,45.3,1.4,100,43.9
MN-065,Kanabec County,Minnesota,42,1.4,99,40.6
MN-067,Kandiyohi County,Minnesota,43,0.9,90,42.1
MN-069,Kittson County,Minnesota,38.2,1.4,90,36.8
MN-071,Koochiching County,Minnesota,37.6,1.2,90,36.4
MN-073,Lac qui Parle County,Minnesota,43.8,0.5,77,43.2
MN-075,Lake County,Minnesota,36.6,0.6,80,35.9
MN-077,Lake of the Woods County,Minnesota,37.8,1.5,95,36.2
MN-079,Le Sueur County,Minnesota,44.5,0.4,74,44.2
MN-081,Lincoln County,Minnesota,43.3,0.6,79,42.8
MN-083,Lyon County,Minnesota,44.4,0.7,81,43.7
MN-085,McLeod County,Minnesota,44.2,1,88,43.2
MN-087,Mahnomen County,Minnesota,38.4,0.1,68,38.3
MN-089,Marshall County,Minnesota,37.6,0.2,70,37.4
MN-091,Martin County,Minnesota,45.3,1,87,44.4
MN-093,Meeker County,Minnesota,43,0.7,85,42.3
MN-095,Mille Lacs County,Minnesota,42,1.5,97,40.6
MN-097,Morrison County,Minnesota,42,1.4,96,40.5
MN-099,Mower County,Minnesota,44.3,1.1,92,43.2
MN-101,Murray County,Minnesota,44,0.8,81,43.3
MN-103,Nicollet County,Minnesota,44.9,0.5,77,44.4
MN-105,Nobles County,Minnesota,44.8,0.9,89,43.9
MN-107,Norman County,Minnesota,39.4,-0.2,55,39.6
MN-109,Olmsted County,Minnesota,44.2,1,86,43.2
MN-111,Otter Tail County,Minnesota,40.7,0.9,83,39.8
MN-113,Pennington County,Minnesota,37.7,-0.2,58,37.9
MN-115,Pine County,Minnesota,41.4,1.7,102,39.8
MN-117,Pipestone County,Minnesota,43.8,0.7,84,43.1
MN-119,Polk County,Minnesota,38.7,-0,63,38.7
MN-121,Pope County,Minnesota,42.4,1.5,97,41
MN-123,Ramsey County,Minnesota,45.1,1.2,95,43.9
MN-125,Red Lake County,Minnesota,38.2,-0.2,59,38.4
MN-127,Redwood County,Minnesota,44.9,0.8,85,44.1
MN-129,Renville County,Minnesota,44.4,0.9,87,43.6
MN-131,Rice County,Minnesota,44.5,0.8,83,43.8
MN-133,Rock County,Minnesota,45.1,0.9,87,44.2
MN-135,Roseau County,Minnesota,37.1,0.9,83,36.2
MN-137,St. Louis County,Minnesota,37.4,0.9,88,36.5
MN-139,Scott County,Minnesota,45.1,0.9,88,44.2
MN-141,Sherburne County,Minnesota,43.4,1.3,95,42.1
MN-143,Sibley County,Minnesota,44.9,0.9,89,43.9
MN-145,Stearns County,Minnesota,42.7,1.4,97,41.3
MN-147,Steele County,Minnesota,44.3,0.8,85,43.4
MN-149,Stevens County,Minnesota,42.9,1.3,93,41.6
MN-151,Swift County,Minnesota,43.4,1.1,92,42.2
MN-153,Todd County,Minnesota,41.3,1.3,94,40
MN-155,Traverse County,Minnesota,42.6,0.7,81,41.9
MN-157,Wabasha County,Minnesota,44.8,0.9,87,43.9
MN-159,Wadena County,Minnesota,40.4,1.1,92,39.3
MN-161,Waseca County,Minnesota,44.3,0.3,72,44
MN-163,Washington County,Minnesota,44.7,1.1,90,43.6
MN-165,Watonwan County,Minnesota,45.7,1.3,98,44.4
MN-167,Wilkin County,Minnesota,41.8,0.7,79,41.1
MN-169,Winona County,Minnesota,45.2,1.2,91,44.1
MN-171,Wright County,Minnesota,43.8,1.2,97,42.6
MN-173,Yellow Medicine County,Minnesota,44.3,0.7,82,43.7
MS-001,Adams County,Mississippi,66.8,1.2,111,65.6
MS-003,Alcorn County,Mississippi,61.6,1.6,116,60
MS-005,Amite County,Mississippi,67,1.7,115,65.3
MS-007,Attala County,Mississippi,63.9,1.3,107,62.6
MS-009,Benton County,Mississippi,61.8,1.5,114,60.3
MS-011,Bolivar County,Mississippi,63.9,1.1,104,62.8
MS-013,Calhoun County,Mississippi,63.7,1.5,112,62.2
MS-015,Carroll County,Mississippi,64.9,2.2,122,62.6
MS-017,Chickasaw County,Mississippi,64.3,2.1,122,62.3
MS-019,Choctaw County,Mississippi,63.6,1.5,115,62.1
MS-021,Claiborne County,Mississippi,66.6,1.6,117,65
MS-023,Clarke County,Mississippi,66.3,2.1,125,64.2
MS-025,Clay County,Mississippi,64.8,2.1,121,62.7
MS-027,Coahoma County,Mississippi,63.6,1.4,112,62.2
MS-029,Copiah County,Mississippi,66.4,1.6,115,64.8
MS-031,Covington County,Mississippi,66.6,1.8,119,64.8
MS-033,DeSoto County,Mississippi,63.1,1.6,116,61.6
MS-035,Forrest County,Mississippi,67.3,1.8,117,65.5
MS-037,Franklin County,Mississippi,66.7,1.6,115,65.1
MS-039,George County,Mississippi,68,2.1,125,65.9
MS-041,Greene County,Mississippi,67.2,1.7,117,65.5
MS-043,Grenada County,Mississippi,64.3,1.7,118,62.6
MS-045,Hancock County,Mississippi,68.7,2.3,127,66.5
MS-047,Harrison County,Mississippi,68.5,2.1,125,66.4
MS-049,Hinds County,Mississippi,66.1,1.5,112,64.6
MS-051,Holmes County,Mississippi,65.6,2.1,121,63.5
MS-053,Humphreys County,Mississippi,66.2,2.2,121,63.9
MS-055,Issaquena County,Mississippi,66.1,1.9,120,64.2
MS-057,Itawamba County,Mississippi,63.6,2.2,125,61.4
MS-059,Jackson County,Mississippi,68.9,2.4,127,66.5
MS-061,Jasper County,Mississippi,65.8,1.8,117,64
MS-063,Jefferson County,Mississippi,66.6,1.5,116,65.1
